gene_id,BMi48B3,BMi48B4,CTRL48B1,CTRL48B2,TX48h,CTRL48h,log2FoldChange,pvalue,padj,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description,tf_family,BMi48B3_count,BMi48B4_count,CTRL48B1_count,CTRL48B2_count,BMi48B3_fpkm,BMi48B4_fpkm,CTRL48B1_fpkm,CTRL48B2_fpkm
ENSG00000153044,312.6832327,320.7667189,822.701951,812.7670706,316.7249758,817.7345108,-1.368422963,1.87080477443598e-22,3.66500092606123e-21,CENPH,5,69189548,69210357,+,2244,protein_coding,centromere protein H [Source:HGNC Symbol;Acc:HGNC:17268],-,336,352,815,718,9.759616748,10.03930182,25.58364652,25.06137768
ENSG00000164045,170.3006892,188.6327012,566.3015884,567.1257693,179.4666952,566.7136788,-1.658639283,1.90333027399552e-22,3.72503551450152e-21,CDC25A,3,48157146,48188402,-,4117,protein_coding,cell division cycle 25A [Source:HGNC Symbol;Acc:HGNC:1725],-,183,207,561,501,2.897253936,3.217904702,9.598639569,9.531477096
ENSG00000164024,337.8095639,364.5076351,912.543023,865.9704861,351.1585995,889.2567545,-1.34063371,1.92045763381976e-22,3.75484539935185e-21,METAP1,4,98995620,99062813,+,4117,protein_coding,methionyl aminopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:15789],-,363,400,904,765,5.747011906,6.218173338,15.46732651,14.55405185
ENSG00000262580,882.2134064,694.3870449,271.5421164,209.4176992,788.3002257,240.4799078,1.709792762,2.13052667317276e-22,4.15736071811425e-21,AC087741.1,17,80200673,80205949,-,5122,antisense,"novel transcript, antisense to CARD14",-,948,762,269,185,12.06382704,9.521362436,3.699477546,2.829016653
ENSG00000163728,1506.649267,1256.640072,601.632347,502.6024782,1381.644669,552.1174126,1.321718832,2.17777132803461e-22,4.24536800423754e-21,TTC14,3,180602130,180617828,+,7783,protein_coding,tetratricopeptide repeat domain 14 [Source:HGNC Symbol;Acc:HGNC:24697],-,1619,1379,596,444,13.55864085,11.33968356,5.394198441,4.46826878
ENSG00000028137,372.2419436,462.0134275,1043.771555,1085.576073,417.1276856,1064.673814,-1.351297869,2.22503931219222e-22,4.33324765164987e-21,TNFRSF1B,1,12167003,12209228,+,3766,protein_coding,TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917],-,400,507,1034,959,6.923026826,8.616112157,19.3405096,19.94534906
ENSG00000120337,155.4110115,122.1100578,545.1031332,475.4347767,138.7605346,510.2689549,-1.880012279,2.23229907796276e-22,4.34311547525838e-21,TNFSF18,1,173039960,173050963,-,2008,protein_coding,TNF superfamily member 18 [Source:HGNC Symbol;Acc:HGNC:11932],-,167,134,540,420,5.420871362,4.270952976,18.94339178,16.38283026
ENSG00000104368,659.7988451,676.1616632,1403.135843,1436.492218,667.9802541,1419.81403,-1.087655757,2.30406045932732e-22,4.47394328014088e-21,PLAT,8,42175233,42207724,-,6618,protein_coding,"plasminogen activator, tissue type [Source:HGNC Symbol;Acc:HGNC:9051]",-,709,742,1390,1269,6.982899815,7.175643308,14.79502582,15.01890288
ENSG00000106236,1859.348508,2333.760134,4153.887765,4664.920749,2096.554321,4409.404257,-1.072234581,2.3751696664697e-22,4.60750346856992e-21,NPTX2,7,98617297,98629868,+,3016,protein_coding,neuronal pentraxin 2 [Source:HGNC Symbol;Acc:HGNC:7953],-,1998,2561,4115,4121,43.17978599,54.34529383,96.10947219,107.0223855
ENSG00000136108,615.1298119,709.8786194,1455.627256,1472.71582,662.5042156,1464.171538,-1.14381165,2.39740881312714e-22,4.64609383099767e-21,CKAP2,13,52455429,52476628,+,4547,protein_coding,cytoskeleton associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1990],-,661,779,1442,1301,9.475297271,10.96468611,22.33921953,22.41071394
ENSG00000075826,419.7027915,356.3062133,89.84107195,86.03105482,388.0045024,87.93606339,2.140615941,2.55368609844723e-22,4.94411601816674e-21,SEC31B,10,100486642,100519864,-,7938,protein_coding,"SEC31 homolog B, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:23197]",-,451,391,89,76,3.703239381,3.152458389,0.789780855,0.749904306
ENSG00000100632,620.713441,729.0152702,1454.617805,1630.062091,674.8643556,1542.339948,-1.191759492,2.64400246854875e-22,5.10898662361723e-21,ERH,14,69380123,69398627,-,1446,protein_coding,"ERH, mRNA splicing and mitosis factor [Source:HGNC Symbol;Acc:HGNC:3447]",-,667,800,1441,1440,30.06587723,35.40832591,70.19777999,78.00052914
ENSG00000114770,3115.665068,2421.241966,1283.011264,1164.815203,2768.453517,1223.913233,1.177011605,3.04253449502423e-22,5.8562136256997e-21,ABCC5,3,183919934,184018015,-,11441,protein_coding,ATP binding cassette subfamily C member 5 [Source:HGNC Symbol;Acc:HGNC:56],-,3348,2657,1271,1029,19.07382539,14.86316396,7.825448809,7.044574054
ENSG00000165672,1206.994502,1413.378355,2568.041428,2690.734438,1310.186429,2629.387933,-1.004642131,4.08228167886359e-22,7.83465803600506e-21,PRDX3,10,119167703,119178833,-,3417,protein_coding,peroxiredoxin 3 [Source:HGNC Symbol;Acc:HGNC:9354],-,1297,1551,2544,2377,24.74066314,29.05029313,52.44448416,54.48632953
ENSG00000188910,67.00354986,71.99025794,313.9390267,346.3881944,69.4969039,330.1636106,-2.247302555,4.67756466947175e-22,8.95975298293592e-21,GJB3,1,34781189,34786369,+,2387,protein_coding,gap junction protein beta 3 [Source:HGNC Symbol;Acc:HGNC:4285],-,72,79,311,306,1.96605841,2.118158097,9.177738091,10.04089342
ENSG00000164619,97.71351021,90.21563969,425.9880041,361.1040327,93.96457495,393.5460184,-2.067575257,4.70348579435728e-22,9.00069948241934e-21,BMPER,7,33904308,34156356,+,7919,protein_coding,BMP binding endothelial regulator [Source:HGNC Symbol;Acc:HGNC:24154],-,105,99,422,319,0.864241854,0.800107887,3.753788486,3.155176727
ENSG00000197536,399.2294846,318.0329116,73.68986801,73.57919163,358.6311981,73.63452982,2.283808976,5.25658043578684e-22,1.00455820967898e-20,C5orf56,5,132410636,132488702,+,9728,processed_transcript,chromosome 5 open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:33838],-,429,349,73,65,2.874418961,2.29607233,0.528599792,0.523351104
ENSG00000101104,2430.739892,1980.187728,1043.771555,956.5294911,2205.46381,1000.150523,1.140216858,5.25965295080834e-22,1.00455820967898e-20,PABPC1L,20,44910062,44959035,+,4984,protein_coding,poly(A) binding protein cytoplasmic 1 like [Source:HGNC Symbol;Acc:HGNC:15797],-,2612,2173,1034,845,34.15949784,27.90393121,14.61403674,13.27950923
ENSG00000117152,14.88967775,12.75776723,202.8994996,164.1381967,13.82372249,183.5188481,-3.732690904,5.37321029471036e-22,1.02525821866121e-20,RGS4,1,163068775,163076802,+,4836,protein_coding,regulator of G protein signaling 4 [Source:HGNC Symbol;Acc:HGNC:10000],-,16,14,201,145,0.215650281,0.185278678,2.927773362,2.348470233
ENSG00000233101,740.7614678,583.2122162,215.0129025,184.5139728,661.986842,199.7634377,1.726385433,5.49091835705927e-22,1.04469864534021e-20,HOXB-AS3,17,48549630,48606414,+,1913,antisense,HOXB cluster antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:40283],-,796,640,213,163,27.12154567,21.41157941,7.843182549,6.673842974
ENSG00000178445,531.3753745,631.5094779,1298.153017,1394.608678,581.4424262,1346.380848,-1.210792304,5.55255543198171e-22,1.05541183191775e-20,GLDC,9,6532464,6645783,-,8939,protein_coding,glycine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4313],-,571,693,1286,1232,4.163547367,4.961671385,10.13397249,10.79506149
ENSG00000185513,1132.546114,1003.307266,457.2809617,382.6117965,1067.92669,419.9463791,1.34461566,6.32754494858796e-22,1.19926655743285e-20,L3MBTL1,20,43489442,43550950,+,15550,protein_coding,"L3MBTL1, histone methyl-lysine binding protein [Source:HGNC Symbol;Acc:HGNC:15905]",zf-C2HC,1217,1101,453,338,5.101249012,4.531485822,2.052085721,1.702509942
ENSG00000010322,3962.51549,3192.175615,1750.386728,1733.07296,3577.345552,1741.729844,1.038247768,7.6618251129892e-22,1.44661685593769e-20,NISCH,3,52455118,52493071,+,9161,protein_coding,nischarin [Source:HGNC Symbol;Acc:HGNC:18006],-,4258,3503,1734,1531,30.29556894,24.47264746,13.33318484,13.08987976
ENSG00000104783,137.7295191,126.6664032,486.5550189,446.0031,132.1979612,466.2790594,-1.819270718,8.302913378238e-22,1.56616668923221e-20,KCNN4,19,43766533,43781261,-,3408,protein_coding,potassium calcium-activated channel subfamily N member 4 [Source:HGNC Symbol;Acc:HGNC:6293],-,148,139,482,394,2.830599777,2.610351033,9.962656164,9.05524042
ENSG00000273142,804.9732031,710.7898885,284.6649696,223.00155,757.8815458,253.8332598,1.575075147,8.81492550837167e-22,1.65958569029286e-20,AC073335.2,7,66902857,66906297,+,3441,lincRNA,novel transcript,-,865,780,282,197,16.3850501,14.5075351,5.772874624,4.484199266
ENSG00000140263,142.3825434,164.0284358,528.9519293,495.8105528,153.2054896,512.381241,-1.74179024,8.93216457180601e-22,1.68006126789354e-20,SORD,15,45023104,45077185,+,6159,protein_coding,sorbitol dehydrogenase [Source:HGNC Symbol;Acc:HGNC:11184],-,153,180,524,438,1.619189077,1.870449559,5.993062029,5.570154689
ENSG00000114270,1601.570963,1264.841494,602.6417973,569.3897444,1433.206228,586.0157708,1.289632941,9.02672424649222e-22,1.69623624692623e-20,COL7A1,3,48564073,48595267,-,11071,protein_coding,collagen type VII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2214],-,1721,1388,597,503,10.13235409,8.023914924,3.798526585,3.558643507
ENSG00000076248,587.2116661,710.7898885,1420.296497,1584.782589,649.0007773,1502.539543,-1.210415122,9.36011537191622e-22,1.75717170106186e-20,UNG,12,109097574,109110992,+,2567,protein_coding,uracil DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:12572],-,631,780,1407,1400,16.02211444,19.44699193,38.60965479,42.71746937
ENSG00000111801,512.7632774,485.7064238,142.3324848,152.8183211,499.2348506,147.5754029,1.759336678,9.52825236830636e-22,1.78539797924953e-20,BTN3A3,6,26440472,26453415,+,5658,protein_coding,butyrophilin subfamily 3 member A3 [Source:HGNC Symbol;Acc:HGNC:1140],-,551,533,141,135,6.347533397,6.029037232,1.755431388,1.868848839
ENSG00000136261,443.8985178,472.0373875,1054.875508,1059.540359,457.9679526,1057.207934,-1.206799687,9.97465170904657e-22,1.86727742674269e-20,BZW2,7,16646131,16706523,+,3662,protein_coding,basic leucine zipper and W2 domains 2 [Source:HGNC Symbol;Acc:HGNC:18808],-,477,518,1045,936,8.490169836,9.053054184,20.1013692,20.01985181
ENSG00000110660,257.777546,270.6469191,716.7096751,708.6242147,264.2122325,712.6669449,-1.43149345,1.13300217779128e-21,2.11700388050321e-20,SLC35F2,11,107790991,107928293,-,3717,protein_coding,solute carrier family 35 member F2 [Source:HGNC Symbol;Acc:HGNC:23615],-,277,297,710,626,4.857396402,5.113845326,13.45530286,13.19122481
ENSG00000241468,746.345097,825.6097936,1618.148745,1640.249979,785.9774453,1629.199362,-1.051389575,1.14778086502119e-21,2.14259640081146e-20,ATP5MF,7,99448475,99466331,-,2275,protein_coding,ATP synthase membrane subunit f [Source:HGNC Symbol;Acc:HGNC:848],-,802,906,1603,1449,22.97784556,25.48769119,49.63406113,49.88733843
ENSG00000142731,151.688592,119.3762505,475.4510662,493.5465777,135.5324213,484.4988219,-1.838246817,1.19999031077856e-21,2.23794803157063e-20,PLK4,4,127880861,127899195,+,4482,protein_coding,polo like kinase 4 [Source:HGNC Symbol;Acc:HGNC:11397],-,163,131,471,436,2.370457051,1.870609533,7.402471514,7.619351108
ENSG00000169047,101.4359296,165.850974,532.9897302,546.7499932,133.6434518,539.8698617,-2.013056141,1.27526659108416e-21,2.37386561118543e-20,IRS1,2,226731317,226799759,-,9953,protein_coding,insulin receptor substrate 1 [Source:HGNC Symbol;Acc:HGNC:6125],-,109,182,528,483,0.713820198,1.170310452,3.736866719,3.800987807
ENSG00000164087,154.4804066,171.3185885,542.0747825,509.3944036,162.8994976,525.734593,-1.69048402,1.45691015582966e-21,2.70690080172254e-20,POC1A,3,52075253,52154690,-,2247,protein_coding,POC1 centriolar protein A [Source:HGNC Symbol;Acc:HGNC:24488],-,166,188,537,450,4.81527788,5.354741089,16.83444888,15.68602096
ENSG00000185215,1495.482009,1329.541599,648.0670584,644.1009236,1412.511804,646.083991,1.128317954,1.49392765582399e-21,2.77307695888002e-20,TNFAIP2,14,103123442,103137439,+,5029,protein_coding,TNF alpha induced protein 2 [Source:HGNC Symbol;Acc:HGNC:11895],-,1607,1459,642,569,20.8281444,18.56766775,8.992513165,8.862045603
ENSG00000242086,976.2044972,870.2619789,378.5438425,357.7080701,923.233238,368.1259563,1.325731624,1.80800765720254e-21,3.34354805401994e-20,MUC20-OT1,3,195658062,195739964,+,17599,lincRNA,MUC20 overlapping transcript [Source:HGNC Symbol;Acc:HGNC:53807],-,1049,955,375,316,3.885114617,3.472954393,1.500966386,1.406379221
ENSG00000197249,345.2544027,397.3133223,935.7603787,907.8540259,371.2838625,921.8072023,-1.311845127,2.16449580771516e-21,3.99162048115516e-20,SERPINA1,14,94376747,94390693,-,4902,protein_coding,serpin family A member 1 [Source:HGNC Symbol;Acc:HGNC:8941],-,371,436,927,802,4.933066177,5.692419298,13.32091684,12.81458102
ENSG00000204569,1026.45716,1213.810425,2240.979548,2309.254629,1120.133792,2275.117089,-1.021980309,2.20738824948743e-21,4.06315350086878e-20,PPP1R10,6,30600400,30618612,-,5215,protein_coding,protein phosphatase 1 regulatory subunit 10 [Source:HGNC Symbol;Acc:HGNC:9284],-,1103,1332,2220,2040,13.78597665,16.34683248,29.98653959,30.63932578
ENSG00000130021,342.4625881,384.5555551,908.505222,889.7422249,363.5090716,899.1237234,-1.306422721,2.24686534046122e-21,4.13197910243035e-20,PUDP,X,7048920,7148190,-,3168,protein_coding,pseudouridine 5'-phosphatase [Source:HGNC Symbol;Acc:HGNC:16818],-,368,422,900,786,7.571448708,8.525325666,20.01174805,19.43303903
ENSG00000154217,133.0764949,170.4073194,504.7251233,533.1661424,151.7419071,518.9456329,-1.773047401,2.49294251314122e-21,4.57601662792168e-20,PITPNC1,17,67377281,67697261,+,7819,protein_coding,phosphatidylinositol transfer protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:21045],-,143,187,500,471,1.192068366,1.530643647,4.504498857,4.718164121
ENSG00000119681,137.7295191,153.0932068,489.5833696,481.0947145,145.4113629,485.3390421,-1.738688131,2.69579641071999e-21,4.94379108432593e-20,LTBP2,14,74498170,74612378,-,9091,protein_coding,latent transforming growth factor beta binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6715],-,148,168,485,425,1.061124633,1.18271832,3.758008609,3.661681974
ENSG00000186472,1207.925107,1426.136122,538.0369815,590.8975081,1317.030615,564.4672448,1.223297602,2.70380618679642e-21,4.95389318554024e-20,PCLO,7,82754013,83162930,-,22873,protein_coding,piccolo presynaptic cytomatrix protein [Source:HGNC Symbol;Acc:HGNC:13406],-,1298,1565,533,522,3.698860064,4.378999664,1.641465537,1.787519231
ENSG00000136450,501.5960191,557.6966817,1207.302495,1168.211166,529.6463504,1187.75683,-1.165135606,2.85539920612775e-21,5.22680560781574e-20,SRSF1,17,58003360,58007346,-,3340,protein_coding,serine and arginine rich splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:10780],-,539,612,1196,1032,10.51861688,11.72704672,25.22390968,24.20118214
ENSG00000153246,784.4998962,541.2938382,192.8049971,170.9301221,662.8968672,181.8675596,1.864264622,3.06344785065755e-21,5.60246058449894e-20,PLA2R1,2,159932006,160062610,-,15357,protein_coding,phospholipase A2 receptor 1 [Source:HGNC Symbol;Acc:HGNC:9042],-,843,594,191,151,3.577976874,2.475504731,0.876102002,0.770147505
ENSG00000125772,1213.508736,1037.024222,459.2998622,482.226702,1125.266479,470.7632821,1.257563261,3.33494669050125e-21,6.087737709868e-20,GPCPD1,20,5544404,5611026,-,7527,protein_coding,glycerophosphocholine phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:26957],-,1304,1138,455,426,11.29202976,9.67618239,4.258112883,4.432931627
ENSG00000136718,402.0212991,475.6824638,1058.913309,1044.824521,438.8518815,1051.868915,-1.26092612,3.48176445991883e-21,6.34989197911164e-20,IMP4,2,130342225,130347810,+,3861,protein_coding,"IMP4, U3 small nucleolar ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:30856]",-,432,522,1049,923,7.292900427,8.652754887,19.13830081,18.72428527
ENSG00000101255,4271.476303,5305.408629,2124.892769,2477.920776,4788.442466,2301.406773,1.057572258,3.54088190934091e-21,6.45176698219007e-20,TRIB3,20,362835,397559,+,3434,protein_coding,tribbles pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:16228],-,4590,5822,2105,2189,87.12217992,108.5064638,43.17968793,49.92853469
ENSG00000153879,1095.321919,1057.983411,461.3187627,484.4906772,1076.652665,472.9047199,1.187450586,3.62898364982373e-21,6.60621784636111e-20,CEBPG,19,33373330,33382686,+,4411,protein_coding,CCAAT enhancer binding protein gamma [Source:HGNC Symbol;Acc:HGNC:1837],C/EBP,1177,1161,457,428,17.39224898,16.84530435,7.298049961,7.599938204
ENSG00000077238,500.6654142,533.0924164,1167.933935,1130.855576,516.8789153,1149.394756,-1.153048658,3.660156219617e-21,6.65684610520977e-20,IL4R,16,27313668,27364778,+,5894,protein_coding,interleukin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6015],-,538,585,1157,999,5.949609788,6.352277097,13.82773084,13.27573903
ENSG00000181045,1046.930466,956.8325422,415.8935016,429.0232866,1001.881504,422.4583941,1.246102068,3.78611964711571e-21,6.87962254410769e-20,SLC26A11,17,80219699,80253500,+,4903,protein_coding,solute carrier family 26 member 11 [Source:HGNC Symbol;Acc:HGNC:14471],-,1125,1050,412,379,14.95570768,13.70601194,5.919199977,6.05453322
ENSG00000164818,695.1618297,772.7561865,1489.948564,1622.138178,733.9590081,1556.043371,-1.08356097,4.06682956579702e-21,7.38291717508486e-20,DNAAF5,7,726701,786475,+,7137,protein_coding,dynein axonemal assembly factor 5 [Source:HGNC Symbol;Acc:HGNC:26013],-,747,848,1476,1433,6.822149683,7.604380779,14.56794693,15.72656388
ENSG00000196526,1136.268533,1388.77409,2562.994176,2587.72357,1262.521311,2575.358873,-1.028248373,4.48793013814345e-21,8.11762048548578e-20,AFAP1,4,7758714,7939926,-,10036,protein_coding,actin filament associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24017],-,1221,1524,2539,2286,7.929966454,9.718696372,17.8209043,17.84098891
ENSG00000104356,139.5907289,130.3114796,481.5077677,443.7391249,134.9511042,462.6234463,-1.77810935,4.56745588060799e-21,8.25392620176295e-20,POP1,8,98117297,98159834,+,4852,protein_coding,"POP1 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:30129]",-,150,143,477,392,2.015054542,1.886248664,6.925087684,6.328031387
ENSG00000166405,525.7917454,487.528962,158.4836887,151.6863335,506.6603537,155.0850111,1.707202404,5.31474792436558e-21,9.5868759007272e-20,RIC3,11,8106093,8169055,-,7657,protein_coding,RIC3 acetylcholine receptor chaperone [Source:HGNC Symbol;Acc:HGNC:30338],-,565,535,157,134,4.809568777,4.471763583,1.444337527,1.370722372
ENSG00000170439,79.10141302,103.884676,361.3831883,412.0434731,91.49304452,386.7133307,-2.078015216,5.54267393755437e-21,9.98891719810753e-20,METTL7B,12,55681546,55684611,+,1506,protein_coding,methyltransferase like 7B [Source:HGNC Symbol;Acc:HGNC:28276],-,85,114,358,364,3.678834856,4.844663078,16.74502286,18.93127052
ENSG00000101096,726.802395,728.1040012,1468.750109,1496.487559,727.4531981,1482.618834,-1.027116639,5.69690004211456e-21,1.0248210920447e-19,NFATC2,20,51386957,51562831,-,8286,protein_coding,nuclear factor of activated T cells 2 [Source:HGNC Symbol;Acc:HGNC:7776],RHD,781,799,1455,1322,6.143593097,6.171426347,12.36931798,12.49654265
ENSG00000164687,132.14589,127.5776723,474.4416159,429.0232866,129.8617811,451.7324512,-1.799230314,5.76233212933021e-21,1.03565109032227e-19,FABP5,8,81280363,81284777,+,2077,protein_coding,fatty acid binding protein 5 [Source:HGNC Symbol;Acc:HGNC:3560],-,142,140,470,379,4.45623604,4.31395131,15.94002695,14.29242965
ENSG00000114268,173.0925038,220.5271193,589.5189441,631.6490604,196.8098115,610.5840022,-1.632471963,6.24557418537275e-21,1.12046958619106e-19,PFKFB4,3,48517684,48562015,-,6107,protein_coding,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4 [Source:HGNC Symbol;Acc:HGNC:8875]",-,186,242,584,558,1.985186728,2.536127866,6.736163456,7.156647534
ENSG00000144583,79.10141302,86.57056334,326.0524297,392.7996845,82.83598818,359.4260571,-2.115977306,6.50715854562456e-21,1.16634191995149e-19,MARCH4,2,216257865,216372027,-,4447,protein_coding,membrane associated ring-CH-type finger 4 [Source:HGNC Symbol;Acc:HGNC:29269],-,85,95,323,347,1.245856823,1.367225582,5.116383418,6.111751603
ENSG00000133321,297.7935549,349.0160606,64.60481579,69.05124137,323.4048078,66.82802858,2.276235166,6.64364762070994e-21,1.18972951876836e-19,RARRES3,11,63536809,63546462,+,1299,protein_coding,retinoic acid receptor responder 3 [Source:HGNC Symbol;Acc:HGNC:9869],-,320,383,64,61,16.05673227,18.87006181,3.470551655,3.678104243
ENSG00000140525,919.4376008,902.1563969,1925.02162,1730.808985,910.7969989,1827.915302,-1.005506155,7.00464137184777e-21,1.25324233975444e-19,FANCI,15,89243949,89317261,+,7766,protein_coding,FA complementation group I [Source:HGNC Symbol;Acc:HGNC:25568],-,988,990,1907,1529,8.292317023,8.158710222,17.2974067,15.42103238
ENSG00000099624,393.6458554,407.3372823,911.5335727,1153.495327,400.4915688,1032.51445,-1.365214368,7.38877601352649e-21,1.32077705526991e-19,ATP5F1D,19,1241746,1244826,+,2250,protein_coding,ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837],-,423,447,903,1019,12.25389594,12.71477575,28.27046306,35.47276286
ENSG00000100462,455.0657761,542.2051072,1133.612627,1194.246879,498.6354417,1163.929753,-1.222407687,7.40067199683884e-21,1.32171063633355e-19,PRMT5,14,22920511,22929585,-,3467,protein_coding,protein arginine methyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:10894],-,489,595,1123,1055,9.193298388,10.9836535,22.81674057,23.8342762
ENSG00000135678,787.2917108,1062.539756,2058.269053,2262.843139,924.9157336,2160.556096,-1.223499932,7.69987088213894e-21,1.37390669091571e-19,CPM,12,68842197,68971570,-,7535,protein_coding,carboxypeptidase M [Source:HGNC Symbol;Acc:HGNC:2311],-,846,1166,2039,1999,7.318186031,9.903734602,19.06170126,20.77939445
ENSG00000131094,471.8166636,523.9797255,1085.159015,1310.841598,497.8981945,1198.000307,-1.26571153,8.49616791386902e-21,1.51326530307635e-19,C1QL1,17,44959693,44968071,-,1295,protein_coding,complement C1q like 1 [Source:HGNC Symbol;Acc:HGNC:24182],-,507,575,1075,1158,25.51846399,28.41723222,58.47448233,70.03935544
ENSG00000167549,502.5266239,451.9894676,138.2946838,142.630433,477.2580457,140.4625584,1.764961595,9.11706862986011e-21,1.62239587855354e-19,CORO6,17,29614756,29622907,-,4321,protein_coding,coronin 6 [Source:HGNC Symbol;Acc:HGNC:21356],-,540,496,137,126,8.145651629,7.346510609,2.233387035,2.283965968
ENSG00000166833,310.8220229,327.1456025,801.5034959,791.2593069,318.9838127,796.3814014,-1.319949395,1.0985553963263e-20,1.95314077016506e-19,NAV2,11,19350724,20121598,+,14673,protein_coding,neuron navigator 2 [Source:HGNC Symbol;Acc:HGNC:15997],-,334,359,794,699,1.483692455,1.565882718,3.811792707,3.73131237
ENSG00000159216,714.7045318,721.7251175,1472.78791,1447.812094,718.2148247,1460.300002,-1.0238556,1.14195208821311e-20,2.02847561068599e-19,RUNX1,21,34787801,36004667,-,15574,protein_coding,runt related transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471],Runt,768,792,1459,1279,3.214233243,3.254683117,6.599071158,6.43241008
ENSG00000239306,628.1582799,613.2840961,1267.86951,1374.232902,620.721188,1321.051206,-1.089275632,1.1955148199838e-20,2.12171743051964e-19,RBM14,11,66616582,66627347,+,3937,protein_coding,RNA binding motif protein 14 [Source:HGNC Symbol;Acc:HGNC:14219],-,675,673,1256,1214,11.17518437,10.94040374,22.47252719,24.15219585
ENSG00000074527,606.7543681,593.2361762,201.8900493,213.9456495,599.9952721,207.9178494,1.529749022,1.22565926311246e-20,2.1713244512706e-19,NTN4,12,95657807,95791152,-,4166,protein_coding,netrin 4 [Source:HGNC Symbol;Acc:HGNC:13658],-,652,651,200,189,10.20104513,10.00104596,3.381726026,3.553414648
ENSG00000183691,54.90568669,55.58741436,259.4287134,322.6164556,55.24655052,291.0225845,-2.395830671,1.28435620250297e-20,2.27124633453338e-19,NOG,17,56593699,56595590,+,1892,protein_coding,noggin [Source:HGNC Symbol;Acc:HGNC:7866],-,59,61,257,285,2.03257799,2.06344265,9.568407904,11.79850763
ENSG00000117650,166.5782698,158.5608213,506.7440238,509.3944036,162.5695455,508.0692137,-1.644059945,1.29416511588246e-20,2.28655078369028e-19,NEK2,1,211658657,211675630,-,3095,protein_coding,NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745],-,179,174,502,450,3.769716725,3.598092258,11.42538264,11.38820327
ENSG00000165474,91.19927619,125.7551341,412.8651509,434.6832244,108.4772052,423.7741876,-1.96477473,1.37530726117233e-20,2.42558643052353e-19,GJB2,13,20187463,20193010,-,2546,protein_coding,gap junction protein beta 2 [Source:HGNC Symbol;Acc:HGNC:4284],-,98,138,409,384,2.508903834,3.469000696,11.31599114,11.81343442
ENSG00000064687,812.418042,801.9167973,319.9957282,329.408381,807.1674196,324.7020546,1.314107648,1.46255369136534e-20,2.5725877807444e-19,ABCA7,19,1040101,1065572,+,8367,protein_coding,ATP binding cassette subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:37],-,873,880,317,291,6.80081269,6.731263677,2.668807092,2.724122101
ENSG00000101945,207.5248836,210.5031593,572.3582899,631.6490604,209.0140214,602.0036751,-1.525518875,1.63795517477627e-20,2.87600533613642e-19,SUV39H1,X,48695554,48709012,+,3368,protein_coding,suppressor of variegation 3-9 homolog 1 [Source:HGNC Symbol;Acc:HGNC:11479],-,223,231,567,558,4.315678847,4.389586353,11.85874324,12.97673589
ENSG00000160767,827.3077197,900.3338588,1670.640158,1922.114883,863.8207892,1796.377521,-1.055606619,1.89725254517749e-20,3.32245657911453e-19,FAM189B,1,155247205,155255483,-,4468,protein_coding,family with sequence similarity 189 member B [Source:HGNC Symbol;Acc:HGNC:1233],-,889,988,1655,1698,12.96895357,14.15231479,26.09230963,29.76650676
ENSG00000137628,687.7169909,866.6169025,259.4287134,285.260866,777.1669467,272.3447897,1.514054137,2.01553059151831e-20,3.52646633353459e-19,DDX60,4,168216293,168318807,-,6750,protein_coding,DExD/H-box helicase 60 [Source:HGNC Symbol;Acc:HGNC:25942],-,739,951,257,252,7.136035541,9.016966248,2.681989297,2.92415317
ENSG00000164161,14.88967775,11.84649814,164.5403902,169.7981345,13.36808794,167.1692624,-3.64537518,2.28899904236174e-20,3.99435374740234e-19,HHIP,4,144646021,144745271,+,12074,protein_coding,hedgehog interacting protein [Source:HGNC Symbol;Acc:HGNC:14866],-,16,13,163,150,0.086374421,0.068908989,0.950964101,0.973068552
